105,21,49013,5,6034,8,34094,2,5311929,104,1,103,2,206,7,128,4,6,28,29,20,17,4,18,4
106,37,33034,1,51023,7,40013,10,4312217,125,6,103,4,105,4,206,9,23,20,20,7,2,13,1,7
107,34,20034,8,12044,5,2044,1,4315135,137,5,102,4,102,5,104,2,7,20,15,24,1,3,1,20
108,27,10034,1,5042,7,15044,9,4312906,206,5,119,2,206,2,119,4,10,17,10,12,23,3,13,13
109,37,19054,10,17034,0,11023,4,2500610,102,1,107,8,103,7,107,2,10,17,29,1,1,29,17,20
110,24,11043,6,51023,2,1053,9,3000108,102,9,104,6,137,9,119,0,20,29,10,15,26,11,3,17
111,33,34044,4,50052,2,11113,4,4312547,125,2,123,1,125,3,128,10,22,13,2,13,23,20,11,9
112,44,35052,8,22103,10,47044,10,4001729,123,3,123,5,101,3,137,10,17,25,6,26,27,27,6,15
113,26,47084,7,9013,3,22103,3,4313714,102,5,104,4,104,2,119,1,21,4,17,23,22,6,22,15
114,27,9033,7,12084,0,24034,10,3000158,101,0,123,6,125,5,123,9,9,18,4,23,14,22,18,22
115,22,35064,9,52,8,8064,3,4312120,119,4,128,2,103,5,123,0,13,3,2,3,9,23,24,13
116,24,3053,2,30024,8,52,0,2503063,107,0,123,7,119,1,206,4,27,22,24,8,18,29,11,4
117,42,55023,0,11023,8,18012,9,5600970,105,10,206,10,102,4,101,5,26,27,2,26,26,10,27,24
118,19,20013,9,54024,3,49034,5,4000573,128,0,206,4,137,0,102,0,6,12,20,20,11,15,28,20
119,43,43023,8,14014,8,37053,3,2500027,102,2,105,5,119,8,137,8,24,27,4,20,26,15,7,18
120,31,37042,8,46063,10,32012,2,4311764,107,7,101,8,119,4,101,10,21,14,21,8,18,1,7,2
121,21,32023,10,37024,1,55044,6,4312418,104,7,101,6,137,7,103,2,17,28,9,7,24,23,28,4
122,28,32034,4,40013,2,33013,3,5310030,125,7,137,0,105,5,137,5,7,15,27,25,26,27,5,24
123,20,5012,7,32043,9,32023,9,5600051,105,4,128,10,107,8,107,2,5,4,23,2,29,26,7,20
124,31,40013,0,20054,9,42033,1,3001536,104,8,107,4,128,7,102,1,3,8,12,25,17,6,17,14
125,38,36013,3,4034,6,50104,0,3002038,104,9,107,9,107,5,103,4,5,6,10,15,1,18,5,7
126,27,19022,1,17034,2,53023,7,2500092,102,1,206,4,101,7,128,4,21,2,17,27,23,21,11,28
127,18,20083,1,15084,3,41013,3,5311321,102,1,101,3,119,5,104,8,29,21,17,15,11,29,18,29
128,20,22113,3,58013,1,12084,9,5601130,107,9,102,6,105,7,206,10,3,17,1,10,22,20,26,29
129,35,27052,2,20064,6,37024,0,4310477,102,2,137,9,128,5,102,7,6,20,5,22,26,21,28,27
130,35,22103,6,37034,6,41013,4,4314150,128,5,105,6,128,1,103,4,1,24,25,1,10,25,7,27
131,21,7054,5,40024,1,42013,4,5311350,103,4,206,5,105,3,128,0,4,17,18,3,3,20,24,18
132,28,22093,6,50083,7,34094,2,4312297,119,8,105,3,107,10,104,5,26,3,2,23,11,13,11,29
133,43,47054,10,39034,1,6023,5,4310553,102,2,101,0,119,0,119,6,27,7,7,21,26,18,15,15
134,30,42023,0,4024,6,42043,6,4000731,119,5,102,3,125,1,123,0,2,12,8,18,2,3,25,15
135,40,50154,8,52074,6,53044,7,4000677,123,4,102,0,107,1,104,1,11,25,26,12,26,20,4,5
136,34,39034,5,14014,8,52074,6,3002069,123,6,119,8,104,0,102,4,4,4,25,12,18,21,4,3
137,19,18012,10,10013,0,10013,10,4315174,206,7,102,3,105,10,123,4,18,21,7,11,14,24,27,1
138,37,3074,0,24034,9,10064,6,5600975,137,10,125,4,137,8,102,7,8,18,13,22,6,3,18,7
139,23,52074,8,53054,4,45033,1,4001663,107,1,103,8,103,1,102,6,4,7,27,15,17,28,22,23
140,24,28094,8,52034,5,53054,2,4314462,101,8,125,6,103,5,103,8,28,21,15,23,3,14,13,14
141,28,52074,2,25024,9,35034,5,5310349,119,2,119,4,123,8,107,1,1,4,11,13,26,22,20,12
142,39,59043,9,30033,5,2074,3,5311517,103,5,105,2,103,0,206,5,22,26,21,22,23,8,7,7
143,42,9033,7,11012,5,21014,2,5600656,102,1,102,6,102,2,137,9,26,4,13,10,2,1,14,4
144,20,28013,5,11064,4,58013,10,3002031,206,1,107,8,119,4,123,2,8,7,4,5,10,18,5,23
145,19,12013,3,53012,7,6023,8,4312440,105,3,119,3,128,8,103,4,21,21,21,4,29,8,7,11
146,38,3012,2,24014,1,51012,1,2503020,104,5,123,8,119,5,103,3,14,22,27,1,13,28,6,9
147,26,52,3,26014,3,35024,9,3000837,107,3,102,6,128,4,107,8,4,11,6,1,5,17,9,29
148,19,11113,5,35064,0,51012,8,2500906,102,8,107,9,105,5,104,0,5,28,11,8,23,6,11,17
149,28,27044,8,59064,5,38033,2,2502155,206,9,128,4,107,3,123,4,28,8,29,20,8,14,22,21
