61,30,43014,4,22063,4,28064,8,4312857,206,0,128,10,103,1,123,4,12,6,26,24,20,11,22,2
62,43,9033,2,15074,9,19062,3,5310047,137,3,105,9,128,8,102,7,20,18,5,1,13,13,15,13
63,45,32023,5,30033,10,3023,4,2500102,105,6,119,1,102,7,128,10,25,22,8,3,18,20,25,27
64,36,23023,4,23034,6,32,2,5310064,103,4,125,1,125,1,101,7,5,28,25,22,20,6,21,20
65,30,29012,6,15044,1,7024,3,1004000,119,5,206,3,104,7,206,5,13,20,25,9,7,24,18,1
66,33,32034,8,11074,2,24024,1,4314925,102,0,128,4,123,0,137,1,1,5,14,2,8,18,18,29
67,30,50144,0,36024,10,11113,6,4000683,103,1,103,10,125,4,105,9,22,29,15,4,26,11,15,13
68,40,55054,1,27044,6,15063,7,4313096,123,2,101,5,206,3,104,3,27,9,17,12,6,25,2,18
69,29,39042,8,42043,4,33023,10,4311884,125,1,104,0,104,1,125,6,14,20,20,22,28,23,3,18
70,36,10064,4,55013,7,28094,6,3001207,105,0,123,5,123,0,105,3,22,11,18,5,21,11,24,15
71,32,28013,5,28044,7,35012,7,3002170,206,6,107,6,137,1,123,0,3,21,12,21,25,11,24,22
72,31,35034,10,6034,7,18033,3,3001850,103,8,107,0,107,6,137,1,11,5,12,21,5,20,9,18
73,28,2023,3,34053,10,1032,1,5310450,105,0,101,10,105,7,128,0,27,11,5,7,23,27,8,1
74,27,33054,3,30024,8,19022,7,9000048,206,0,104,2,123,4,137,5,12,20,20,29,4,29,23,3
75,32,15063,3,7044,2,15014,9,5311218,206,0,137,4,103,0,105,6,23,23,10,23,7,17,24,17
76,32,35073,3,72,6,59023,0,4001695,104,1,125,6,206,7,137,8,25,11,22,10,18,28,27,20
77,26,11104,4,50032,2,30033,8,3000677,119,4,125,3,137,1,123,6,21,26,11,3,5,9,1,7
78,33,57013,2,22103,2,32043,6,4312055,123,5,102,5,206,0,125,7,23,26,23,11,7,13,10,21
79,23,51023,1,27052,6,12064,10,4312660,137,2,137,7,107,6,102,10,18,27,4,6,5,15,18,4
80,42,7024,7,47064,0,50134,1,4312770,119,10,102,9,137,0,137,7,11,3,1,7,2,1,23,21
81,41,50164,7,44014,2,10444,0,4312344,123,10,206,2,103,2,125,0,1,27,24,2,22,10,23,28
82,34,14024,4,34063,3,35042,0,4310134,104,0,101,7,103,9,102,6,24,10,11,25,29,20,26,13
83,21,53054,5,22032,0,43014,4,4001637,107,3,119,3,103,10,105,7,12,12,28,18,18,13,15,29
84,35,50073,1,22074,9,22093,7,5600879,102,0,107,3,206,5,128,9,7,17,12,26,8,20,11,6
85,33,22063,9,37053,5,3034,8,4312402,128,5,206,7,102,4,125,6,22,17,14,12,11,11,4,23
86,34,5042,1,30033,3,34063,5,3002839,137,10,103,0,102,9,101,4,24,18,18,1,18,13,21,3
87,27,21044,8,20074,3,37034,2,2501573,105,3,128,6,206,3,128,2,4,29,6,17,28,26,25,24
88,39,5042,2,72,7,19022,5,2501512,137,8,125,9,101,7,125,10,18,26,15,27,26,18,17,23
89,43,32023,3,12074,6,7034,1,3002950,107,6,125,9,119,5,123,1,7,7,21,18,24,10,23,5
90,45,55033,4,16012,9,15063,6,4313286,125,9,105,2,103,2,107,10,1,21,4,13,14,27,18,18
91,18,15014,3,21034,3,51074,0,3001394,137,2,105,10,107,5,128,7,18,21,4,5,11,8,18,15
92,38,15014,8,15044,2,34053,4,5600940,103,6,104,7,123,9,125,9,4,4,28,15,18,11,8,1
93,40,35102,9,9033,7,16043,2,2501507,103,0,102,9,123,8,107,0,17,18,12,8,18,23,17,10
94,27,36044,3,36024,10,46043,7,3001958,105,5,206,6,104,7,125,0,5,20,26,11,3,17,28,18
95,33,49013,7,58013,5,22023,0,4313597,104,3,125,10,137,7,137,7,15,28,14,10,25,27,7,12
96,45,48034,5,35024,9,22,1,2503109,137,8,119,8,105,4,119,2,18,7,18,29,3,9,18,10
97,20,47023,1,10444,2,39024,9,5311563,137,9,137,1,102,3,104,6,18,29,29,24,1,18,17,13
98,35,17034,6,28064,9,50042,7,4313831,123,10,107,6,119,8,137,10,29,20,1,10,11,6,15,18
99,30,51044,5,53104,0,43014,2,4311231,119,9,123,4,125,5,119,6,8,11,4,8,13,2,8,21
